IRF7	IFITM1	1.189445810804438
STAT3	NFKB2	1.176608941936347
IRF7	DRAP1	1.1718783226956544
IRF7	IFI6	1.1716465724342608
IRF1	GBP5	1.1707514375464676
NFKB1	YIF1A	1.1704046562356412
HSF2	PLEKHA1	1.1702613115486715
NFKB2	IFITM1	1.1699135715194986
NFKB2	YIF1A	1.1690044370095836
IRF1	SYNE2	1.167667886515545
STAT1	SYNE2	1.1675012924790464
NFKB2	AURKAIP1	1.1620478029793164
STAT1	TRIM22	1.1615136563157182
BATF3	LAG3	1.1613984651282576
HSF2	ZNF33B	1.161354207422629
LEF1	PLEKHA1	1.159648978083145
TGIF2	GCH1	1.1577334447517922
STAT3	TMEM135	1.1577044989743972
BATF	TINF2	1.1575024797887459
STAT3	IFITM1	1.1557118444864873
NFIL3	RFX5	1.1546240385051496
STAT3	ZC3H12A	1.1542574746648775
STAT3	DUSP5	1.15369680848905
PRDM1	NFKBIA	1.153562090488681
NFIL3	NFKBIA	1.152561725409291
NFKB1	AURKAIP1	1.1525373954027267
HSF2	DGKA	1.152346769925919
PRDM1	SH2D2A	1.1521199747837128
STAT3	IRF7	1.151664848533973
HIF1A	NFKB2	1.1512914237319134
IRF1	TRIM22	1.150989021994594
BATF	CACYBP	1.1507211736339102
IRF7	PARP11	1.150325537332204
STAT3	RBM8A	1.1501672257590585
POU5F1	ZMYM2	1.149879235004387
IRF7	NFKBIA	1.1498682521514123
BATF	HSPH1	1.1498434552750154
NFIL3	UBE2T	1.1492975966575403
NFKB2	STIP1	1.1492560139804455
RBPJ	RGS16	1.149006353766469
NFKB2	PMF1	1.1489607692302597
IRF1	PSME1	1.148297798471096
RELB	AURKAIP1	1.1480043422633193
NFKB2	PA2G4	1.147885304365153
STAT3	PMF1	1.1475777204209014
NFIA	LRRC20	1.147387288880335
IRF7	PWWP2B	1.1469871634299285
BATF3	TINF2	1.1468294884372146
STAT3	TRIM21	1.1459169144611223
IRF1	DRAP1	1.1457218606771222
RBPJ	IER5	1.1453819013985755
MAF	CACYBP	1.14498690915132
STAT1	DRAP1	1.14346522276902
IRF7	HIF1A	1.1425361305008108
RFX5	DPAGT1	1.1424619697752745
RELB	HSP90AA1	1.1424163976406465
IRF7	TOMM40L	1.1422438187583226
STAT1	PSME1	1.141799462692913
IRF7	SLC25A28	1.1413328450734357
IRF7	GCH1	1.1413282933606004
HIC2	TRAF3IP3	1.140917726666604
STAT3	LDHA	1.140678155685432
BATF	STIP1	1.1404678301917028
BATF	PSME1	1.1402781634677663
EGR2	YIF1A	1.1400125453975247
BHLHE40	NFKB2	1.139772940360629
ETV6	ATL3	1.1395438302132566
NFIL3	PRMT5	1.1395252676582823
TGIF2	GOLT1B	1.1393840945324771
MAFG	MAPKAPK5	1.1384777605478713
MAF	TUBA1B	1.1380076732919127
RBPJ	HNRNPF	1.1379411327951596
DBP	TMEM41B	1.1379314612145446
MAF	COX6A1	1.1378581384861157
ZBTB7B	ATL3	1.1375544645948998
FOXP1	BUB3	1.137450293713116
SREBF2	SRM	1.1372610555059477
IRF8	STAT2	1.1371982747389857
IRF1	IFITM1	1.1368375012655458
STAT1	IFITM1	1.1368282355828543
HIC2	ZNF33B	1.1366685266915388
POU5F1	CCDC84	1.136235456482077
STAT1	NFKBIA	1.136132395851731
HIC2	BCL9L	1.1359238269341576
LEF1	ZNF33B	1.135840566483191
DBP	TC2N	1.13575681992288
STAT1	NFKB2	1.135236690337412
RBPJ	TINF2	1.1350425496280179
BATF	CPSF6	1.1349545842076674
RELB	PTPN7	1.134938488665832
MAF	CARS	1.1347091282178026
TGIF2	YARS	1.1344757278185291
RBPJ	PSMA3	1.1343415369336507
RUNX3	IFITM1	1.134320013289104
HIC2	GRK5	1.1341200206932578
SREBF2	PRMT5	1.1340562512395378
SRF	USP5	1.1338482648351254
HSF2	THEM4	1.1336739637369602
ZEB1	BSDC1	1.1335825343679191
